PREDICATE,SUBJECT_TEXT,OBJECT_TEXT,SENTENCE,LABEL
STIMULATES,Epidermal growth factor,lipoxygenase,Epidermal growth factor (EGF) stimulates the lipoxygenase metabolism of linoleic       acid to 13(S)-hydroxyoctadecadienoic acid (HODE) in Syrian hamster embryo (SHE)       fibroblasts.,1
STIMULATES,IL-2RIF,IL-2R,"When TH1 clones       were stimulated with immobilized anti-CD3 or with fixed B cell APC in the       presence of partially purified IL-2RIF, these clones expressed IL-2R and showed       IL-2-dependent proliferation, whereas they induced neither IL-2R expression nor       proliferation in the absence of IL-2RIF activity.",0
INTERACTS_WITH,UTI,uPA,The study on       intracellular pathways involved in UTI modulation of uPA will enhance our       understanding of the role that UTI plays in uPA-mediated cellular invasion.,1
STIMULATES,beta-catenin,genes,"The       accumulation of beta-catenin activates genes that are responsive to transcription       factors of the TCF/LEF family, with which beta-catenin interacts.",1
INTERACTS_WITH,midazolam,pentobarbital,"The effects of pentobarbital and propofol were       detectable at concentrations within the range of serum concentrations achieved       during clinical anaesthesia, whereas ketamine and midazolam demonstrated       qualitatively similar effects exceeding this range 10- to 50-fold.",0
INTERACTS_WITH,thyroid hormone,RC3,In the present study we       investigated the role of thyroid hormone in RC3 mRNA expression at earlier stages       of fetal development and in mature goats using in situ hybridization.,1
INTERACTS_WITH,SBF,G1 cyclin,"The transcription factors SBF and DSC1/MBF bind SCB and MCB promoter elements,       respectively, and are essential for the cell cycle progression of Saccharomyces       cerevisiae through the control of G1 cyclin gene expression.",1
INTERACTS_WITH,corticosterone,aldosterone,"In the intact glomerulosa       cell, this sensitivity is located in the late pathway step catalyzed by       conversion of corticosterone to aldosterone (P-450aldo), whereas the early       pathway catalyzed by conversion of cholesterol to pregnenolone (P-450scc) is not       inhibited until PO2 is very low.",0
INTERACTS_WITH,p90,Bub1,"Moreover, purified p90(Rsk) phosphorylates Bub1 in       vitro and increases its protein kinase activity.",1
INTERACTS_WITH,pentobarbital,CRF,"In the present study, effects of CRF were studied alone and in       combination with imipramine and with the sedative-hypnotic/anxiolytic drugs       pentobarbital and chlordiazepoxide.",1
INHIBITS,quinones,ATP,"In addition to BP-1,6-quinone,       other cytotoxic BP quinones also exhibited a capacity to deplete cellular ATP       level in stromal cells, while BP, which was not cytotoxic to stromal cells, did       not elicit any significant decrease in cellular ATP level.",1
STIMULATES,thymidine kinase,cyclophosphamide,"The activity of DNA polymerases and thymidine kinase was compared in the MC-29       leukosis virus-induced transplantable hepatoma and in the livers of rats treated       with cyclophosphamide (CP), cytosine-arabinoside (ara-C) and 5-fluoro-uracil       (5-FU).",0
INTERACTS_WITH,VIP,ACh,"The results suggest that, in the rat hippocampus, VIP has a       presynaptic action at cholinergic terminals that results in enhanced synthesis of       ACh, possibly by an action that alters ChAT activity.",1
INTERACTS_WITH,cefuroxime,antibiotic,"The antibiotic sensitivities of isolated bacteria, and       the serum and tissue concentrations of cefuroxime were determined.",0
INHIBITS,defensins,PKC,"It is suggested that defensins,       among the most potent peptide inhibitors of PKC so far identified, may have       profound effects on functions of neutrophils and other mammalian cells, in       addition to their well-recognized antimicrobial activities.",1
INTERACTS_WITH,MDM2,p53,"MDM2 (murine double minute-2), a new proto-oncogene, may be       associated with p53 gene products and may negatively affect the transcriptional       activating function of p53.",1
INTERACTS_WITH,alpha-methyl-p-tyrosine,diethyldithiocarbamate,"In terms of the       hypothalamic concentration of dopamine, noradrenaline, adrenaline and       5-hydroxytryptamine at 18.00 h on pro-oestrus, the only common effect of       diethyldithiocarbamate and SKF 64139, given in a dose which blocks the surge, was       a severe depletion of adrenaline; alpha-methyl-p-tyrosine failed to produce this       effect despite inducing a marked depression of dopamine and a moderate loss of       noradrenaline.",0
INTERACTS_WITH,thioester,fibrinoligase,New thioester substrates for fibrinoligase (coagulation factor XIIIa) and for       transglutaminase.,1
INTERACTS_WITH,beta 2-adrenoceptors,electrolyte,"Therefore, the data       suggest that beta 1- and beta 2-adrenoceptors may be present in the duct cells       and activation of these receptors can modify electrolyte transport.",1
INHIBITS,thioproperazine,PDE,"Phenothiazine neuroleptics: fluphenazine,       trifluoroperazine, thioproperazine, chloropromazine and thioridazine at       concentration 10(-5)--10(-4) M in vitro inhibit the PDE activity in the pia and       dura mater.",1
STIMULATES,isoproterenol,beta-adrenergic receptors,"Propranolol (7.6 x 10-6 M) inhibited to a similar extent the       isoproterenol-induced dilation of NW or SH hind limb vessels, but did not modify       the vasodilating effect of nitroprusside in these preparations, thus suggesting       that the vasodilating action of isoproterenol was due to the stimulation of       vascular beta-adrenergic receptors.",0
INHIBITS,MK-801,LH,"Pituitaries from rats treated with MK-801       had a reduced luteinizing hormone (LH) content, and secreted in vitro lower       amounts of LH both under basal and LHRH-stimulated conditions.",1
INTERACTS_WITH,enkephalins,analgesic,The results       indicate that excess PEA has a stimulatory effect on the analgesic activity of       endogenously released enkephalins in rats allowed undisturbed sleep but not in       REM sleep deprived animals.,0
INTERACTS_WITH,Sp1,YY1,"Although the beta-pol promoter contains upstream Sp1 elements and       a functional Inr that binds YY1, neither of these factors is essential for       Inr-mediated transcription complex formation.",0
INTERACTS_WITH,dexamethasone,angiotensinogen,"We have used the Reuber H35 (H4IIE) rat hepatoma cell line to       study the regulation of angiotensinogen mRNA levels by dexamethasone,       aldosterone, L-T3, and 17 beta-estradiol.",1
INHIBITS,Ca2,PDE,It was considered that AAP showed its       platelet aggregation inhibitory activity by decreasing intracellular Ca2+       concentration through the inhibition of Ca-PDE activity.,0
STIMULATES,secretin,cAMP,Vasoactive intestinal peptide and secretin increased cellular cAMP and pepsinogen       secretion in dispersed chief cells from guinea pig gastric mucosa.,1
STIMULATES,DADLE,p44MAPK,"Moreover, in both clones the       EC50 value for DADLE stimulation of p44MAPK was substantially lower than that for       stimulation of GTPase activity, and the Hill coefficients for agonist activation       of p44MAPK (h > 1) displayed marked co-operativity whereas those for G-protein       activation did not (h 0.8-1.0).",1
INTERACTS_WITH,transcription factors,enhancer,The       NF-kappa B family of transcription factors bind to kappa B motif sequences found       in promoter and enhancer regions of a wide range of cellular and viral genes.,0
INTERACTS_WITH,danitracen,alaproclate,"The potentiating       effects of alaproclate on salivation and tremor could also be blocked by two       serotonin receptor antagonists, metitepine and danitracen, but not by metergoline       or cinanserin.",1
STIMULATES,Lu-Tex,protoporphyrin IX,"The normal tissue response after PDT with Lu-Tex was compared with       5-aminolevulinic acid (ALA) induced protoporphyrin IX (PP), chlorin e6 (Chl) and       Photofrin (PII) at the same values of antitumor effect.",0
INTERACTS_WITH,p53,cdc2,p53 negatively regulates cdc2 transcription via the CCAAT-binding NF-Y       transcription factor.,1
INTERACTS_WITH,antiemetic,dazopride,"The antiemetic activity, gastric motor activity, and dopamine receptor effects of       metoclopramide, dazopride, and sulpiride were assessed to establish if       enhancement of gastric motility or antagonism of central dopamine receptors is       the predominant action for drug-induced suppression of cisplatin-induced emesis.",0
INTERACTS_WITH,Lectins,chemotherapeutic agents,Lectins conjugated to chemotherapeutic agents has been found to be more       useful in the treatment of tumours induced in animals.,1
STIMULATES,AFP,AFP,"According to it formation of liver trabeculae leads to       suppression of AFP synthesis in hepatocytes, whereas escape of hepatocyte from       trabecula results in activation of AFP synthesis.",0
INHIBITS,idazoxan,adrenoceptor,"Characterization of this procedure       with the alpha 2-adrenoceptor antagonist, idazoxan, the corresponding agonist,       clonidine, the alpha 1-adrenoceptor antagonist prazosine, and haloperidol,       suggested that--DOPAC changes are more suitable than those of DA or DOPAC/DA       ratios in reflecting changes in noradrenaline (NA) turnover, inhibiting DBH is       advantageous if NA turnover is to be measured in projection areas, but not in LC,       and haloperidol and prazosine, in principle, did not affect NA turnover.",1
INHIBITS,HCO3,CFTR,Although we have not identified how HCO3- is       able to block CFTR our data suggests that an external anion-binding site on the       channel itself is involved.,1
INTERACTS_WITH,sulfatase,E1-S,"These results suggest that E1-S, which is abundant in the peripheral       circulation, is hydrolyzed by sulfatase in breast cancer tissue or endometrial       cancer tissue and liberates free estrogens, which may stimulate the growth of       these malignant tumors.",1
STIMULATES,Ciliary neurotrophic factor,CD4,Ciliary neurotrophic factor (CNTF) promotes low-affinity nerve growth factor       receptor and CD4 expression by rat CNS microglia.,1
INHIBITS,VIP,IgG4,"However, VIP inhibited IgE       and IgG4 production when B cells were cultured with both T cells and monocytes.",1
INTERACTS_WITH,organophosphate,PRL,"The present study demonstrated that organophosphate compounds       affected PRL, ACTH and cortisol levels, but did not change LH levels.",1
STIMULATES,tyrosine transaminase,casein hydrolysate,Inhibition of casein hydrolysate induction and insulin induction of hepatic       tyrosine transaminase in the rat.,0
